Title,Article,Summary,Statement,True statement
Iordanis Paschalidis,"Iordanis Paschalidis (born 1 February 1967) is a Greek yacht racer who competed in the 2004 Summer Olympics and in the 2008 Summer Olympics.


== References ==","Iordanis Paschalidis (born 1 February 1967) is a Greek yacht racer who competed in the 2004 Summer Olympics and in the 2008 Summer Olympics.


 == References ==",Iordanis Paschalidis was born on 1 February 1967.,0
Erbie Bowser,"Erbie Bowser (May 5, 1918 – August 15, 1995) was an American blues pianist and singer.Bowser was born in Davilla, Texas, moving with his parents to Palestine, Texas as a child.  He grew up in a musical family, and learned piano, joining the North Carolina Cotton Pickers Review in his teens.  On leaving school he joined the Sunset Royal Entertainers and toured Texas, before enlisting in 1942 and joining the military in Europe and north Africa.  He was a member of the Special Services Band, and played USO shows.  After returning to Texas, he worked in construction and for two years attended Jarvis Christian College in Hawkins.  Around 1949 he married and moved to Odessa, Texas, where he worked for a drilling company.  There, he formed a musical partnership with guitarist T. D. Bell, and the pair performed together at clubs in west Texas and New Mexico.Bowser moved to Austin in the mid-1950s, and played in local bands.  When Bell also moved to the city around 1960, the pair resumed playing together at clubs, notably the Victory Grill, and joined with other local musicians including Roosevelt ""Grey Ghost"" Williams to form the Blues Specialists.  The group performed regularly in and around Austin through the 1960s and 1970s.   Bowser ""incorporated big band, barrelhouse, and Southern boogie-woogie into a very distinctive sound.""  After a break of a few years, Bowser and Bell resumed playing together, and recorded an album, It's About Time, in 1992.  The album was nominated for a W. C. Handy Award.  Both as a solo performer and with Bell, Bowser then began appearing at blues festivals, and at Carnegie Hall, and reconvened the Blues Specialists for regular club performances.Bowser died of cancer in Austin in 1995.


== References ==","Erbie Bowser (May 5, 1918 – August 15, 1995) was an American blues pianist and singer. Bowser was born in Davilla, Texas, moving with his parents to Palestine, Texas as a child.   He grew up in a musical family, and learned piano, joining the North Carolina Cotton Pickers Review in his teens.  ","Erbie Bowser was an astronaut, not a musician.",0
Lee Lescaze,"Lee Adrien Lescaze (December 8, 1938 – July 26, 1996) was an American journalist from Manhattan. After attending Harvard University, he worked as an editor successively at The Washington Post and The Wall Street Journal. During his Washington D.C., assignment, the FBI rented his Georgetown house as a safe house in the ABSCAM sting operation.Lee Lescaze was the son of the famous early American modernist architect William Lescaze (1896–1969).


== References ==","Lee Adrien Lescaze (December 8, 1938 – July 26, 1996) was an American journalist from Manhattan. After attending Harvard University, he worked as an editor successively at The Washington Post and The Wall Street Journal. During his Washington D.C., assignment, the FBI rented his Georgetown house as a safe house in the ABSCAM sting operation.","Lee Adrien Lescaze (December 8, 1938 – July 26, ",0
Gmina Hyżne,"Gmina Hyżne is a rural gmina (administrative district) in Rzeszów County, Subcarpathian Voivodeship, in south-eastern Poland. Its seat is the village of Hyżne, which lies approximately 17 kilometres (11 mi) south-east of the regional capital Rzeszów.
The gmina covers an area of 50.98 square kilometres (19.7 sq mi), and as of 2006 its total population is 6,811.


== Villages ==
Gmina Hyżne contains the villages and settlements of Brzezówka, Dylągówka, Grzegorzówka, Hyżne, Nieborów, Szklary and Wólka Hyżneńska.


== Neighbouring gminas ==
Gmina Hyżne is bordered by the gminas of Błażowa, Chmielnik, Dynów, Jawornik Polski, Markowa and Tyczyn.


== References ==
Polish official population figures 2006","Gmina Hyżne is a rural gmina (administrative district) in Rzeszów County, Subcarpathian Voivodeship, in south-eastern Poland. Its seat is the village of Hyżne, which lies approximately 17 kilometres (11 mi) south-east of the regional capital Rzeszów.
",Gmina Hyżne is an urban gmina in Rzeszów County.,0
"Bilenke, Zaporizhzhia Oblast","Bilenke (Ukrainian: Біленьке; Russian: Беленькое) is a village (a selo) in the Zaporizhzhia Raion (district) of Zaporizhzhia Oblast in southern Ukraine. Its population was 4,976 in the 2001 Ukrainian Census. Bilenke is the administrative center of the Bilenke Rural Council, a local government area.


== See also ==
Bilenke Pershe


== References ==","Bilenke (Ukrainian: Біленьке; Russian: Беленькое) is a village (a selo) in the Zaporizhzhia Raion (district) of Zaporizhzhia Oblast in southern Ukraine. Its population was 4,976 in the 2001 Ukrainian Census. Bilenke is the administrative center of the Bilenke Rural Council, a local government area.


",Bilenke is not the administrative center of the Bilenke Rural Council.,0
Gergely András Molnár,"Gergely András Molnár (16 November 1897 – 22 March 2006) was, at age 108, one of the last Hungarian World War I veterans. There,he served on the Russian front in the Annex II. He later served for six years in World War II. Molnár received the highest honors for his country and was awarded the First degree in National Defence. He was born in Kiskundorozsma.At the time of his death he was the oldest living person in Hungary. He was the verified longest living Hungarian man ever until 2012 when Rezső Gallai surpassed his record (Gallai went on to become the oldest man in Europe and lived until 110 years of age).


== References ==
Citations
Sources(in Hungarian) 108 éves a legidősebb magyar férfi Archived 2011-10-01 at the Wayback Machine
(in Hungarian) Száznyolc éves a legidősebb magyar férfi","Gergely András Molnár (16 November 1897 – 22 March 2006) was, at age 108, one of the last Hungarian World War I veterans. There,he served on the Russian front in the Annex II. He later served for six years in World War II. Molnár received the highest honors for his country and was awarded the First degree in National Defence. He was born in Kiskundorozsma.",Gergely András Molnár was born in America.,0
Aslan Khuriyev,"Aslan Aslanbekovich Khuriyev (Russian: Аслан Асланбекович Хуриев; born 28 April 1984) is a former Russian professional football player.


== Club career ==
He played in the Russian Football National League for FC Alania Vladikavkaz in 2008.


== External links ==
Aslan Khuriyev at FootballFacts.ru  (in Russian)
Aslan Khuriyev at Soccerway","Aslan Aslanbekovich Khuriyev (Russian: Аслан Асланбекович Хуриев; born 28 April 1984) is a former Russian professional football player.


 == Club career ==
He played in the Russian Football National League for FC Alania Vladikavkaz in 2008.


 == External links ==
Aslan Khuriyev at FootballFacts.ru  (in Russian)
Aslan Khuriyev at Soccerway",Aslan Khuriyev is a current Russian professional football player.,0
List of non-televised First Doctor stories,"In addition to the televised episodes of Doctor Who starring William Hartnell, the First Doctor has appeared in a number of spin-off media.


== Audio dramas ==
TV Century 21 records created a 1966 album, featuring the cast, and retelling of the final serial The Chase (Doctor Who) simple called: The Daleks (1966)
Frostfire (an adventure related by the character Vicki) (2007)
Mother Russia (an adventure related by the character Steven) (2007)
Here There Be Monsters (an adventure related by the character Susan) (2008)
Home Truths (an adventure related by the character Sara Kingdom) (2008)
The Transit of Venus (an adventure related by the character Ian) (2009)
The Drowned World (an adventure related by the character Sara Kingdom) (2009)
The Suffering (an adventure related by the characters Steven & Vicki) (2010)
The Guardian of the Solar System (an adventure related by the character Sara Kingdom) (2010)
Farewell Great Macedon & Fragile Yellow Arc of Fragrance (adventures related by the characters Susan & Ian) (2010)
Quinnis (an adventure related by the character Susan) (2010)
The Perpetual Bond (an adventure related by the characters Steven & Oliver) (2011)
The Cold Equations (an adventure related by the characters Steven & Oliver) (2011)
Tales from the Vault (a short adventure related by the character Steven) (2011)
The Rocket Men (an adventure related by the character Ian) (2011, The Companion Chronicles)
The First Wave (an adventure related by the characters Steven & Oliver) (2011)
The Anachronauts (an adventure related by the characters Steven & Sara) (2012)
The Wanderer (an adventure related by the character Ian) (2012)
The Revenants (an adventure related by the character Ian) (2012, The Companion Chronicles)
The Time Museum (an adventure related by the character Ian) (2012)
The Masters of Luxor (adventure related by the characters Susan & Ian) (2012)
Return of the Rocket Men (an adventure related by the character Steven) (2012)
Destiny of the Doctor: Hunters of Earth (an adventure related by the character Susan) (2013)
The Flames of Cadiz (an adventure related by the character Ian) (2013, The Companion Chronicles)
The Library of Alexandria (an adventure related by the characters Susan & Ian) (2013)
The Alchemists (an adventure related by the character Susan) (2013, The Companion Chronicles)
The Dark Planet (an adventure related by the characters Ian and Vicki) (2013)
Upstairs (an adventure related by the characters Steven and Vicki) (2013)
The Light at the End (portrayed by William Russell) (2013)
The Beginning (an adventure related by the character Susan) (2013)
The Sleeping City (an adventure related by the character Ian) (2014)
Starborn (an adventure related by the character Vicki) (2014)
The War to End All Wars (an adventure related by the character Steven) (2014)
Domain of the Voord (an adventure related by the characters Susan and Ian) (2014)
The Doctor's Tale (an adventure related by the characters Ian and Vicki) (2014)
The Bounty of Ceres (an adventure related by the characters Vicki and Steven) (2014)
An Ordinary Life (an adventure related by the characters Steven and Sara Kingdom) (2014)
The First Doctor Volume 1 (Adventures related by the characters Susan, Vicki & Steven) (2015)
The Sleeping Blood
The Unwinding World
The Founding Fathers
The Locked Room
The Age of Endurance (an adventure related by the characters Susan, Ian and Barbara) (2016)
The Fifth Traveller (an adventure related by the characters Ian, Barbara, Vicki and Jospa) (2016)
The Ravelli Conspiracy (an adventure related by the characters Vicki and Steven) (2016)
The Sontarans (an adventure related by the characters Steven and Sara Kingdom) (2016)
The First Doctor Volume 2 (Adventures related by the character Vicki, Steven, and Polly) (2017)
Fields of Terror
Across the Darkened City
The Bonfires of the Vanities
The Plague of Dreams


== Short Trips audios ==
Rise and Fall
1963
Seven to One
A Star is Born
The Flywheel Revolution
Etheria
The Sporting Part
The Falling
O Tannenbaum


=== Unbound alternative First Doctors ===
Geoffrey Bayldon
Auld Mortality
A Storm of Angels
Derek Jacobi
Deadline


== Novels and short stories ==


=== Virgin New Adventures ===
All-Consuming Fire by Andy Lane (cameo appearance)


=== Virgin Missing Adventures ===
Venusian Lullaby by Paul Leonard
The Sorcerer's Apprentice by Christopher Bulis
The Empire of Glass by Andy Lane
The Man in the Velvet Mask by Daniel O'Mahony
The Plotters by Gareth Roberts


=== Past Doctor Adventures ===
The Witch Hunters by Steve Lyons
Salvation by Steve Lyons
City at World's End by Christopher Bulis
Bunker Soldiers by Martin Day
Byzantium! by Keith Topping
Ten Little Aliens by Stephen Cole
The Eleventh Tiger by David A. McIntee
The Time Travellers by Simon Guerrier


=== Eighth Doctor Adventures ===
The Eight Doctors by Terrance Dicks
Seen in the TARDIS mirror in Camera Obscura


=== BBC Short Trips ===


==== Short Trips ====
The Last Days
There are Fairies at the Bottom of the Garden


==== More Short Trips ====
64 Carlysle Street
Romans Cutaway


==== Short Trips and Sidesteps ====
The Longest Story in the World
Nothing at the End of the Lane (3 Parts)
Planet of the Bunnoids


=== Big Finish Short Trips ===


==== Short Trips: Zodiac ====
The True and Indisputable Facts in the Case of the Ram’s Skull
Five Card Draw


==== Short Trips: Companions ====
The Little Drummer Boy
A Long Night


==== Short Trips: A Universe of Terrors ====
The Exiles
Mire and Clay by Gareth Wigmore
Ash


==== Short Trips: Steel Skies ====
Corridors of Power


==== Short Trips: Past Tense ====
The Thief of Sherwood
Bide-a-Wee


==== Short Trips: Life Science ====
Scribbles in Chalk  by Gareth Wigmore


==== Short Trips: Repercussions ====
The Rag and Bone Man's Story
The Schoolboy's Story
The Juror's Story


==== Short Trips: Monsters ====
From Eternity
Categorical Imperative


==== Short Trips: A Christmas Treasury ====
Every Day


==== Short Trips: Seven Deadly Sins ====
The Duke’s Folly by Gareth Wigmore


==== Short Trips: A Day in the Life ====
Waiting for Jeremy
Making History


==== Short Trips: The Solar System ====
Mars


==== Short Trips: The History of Christmas ====
Set in Stone
The Gift


==== Short Trips: Farewells ====
The Mother Road by Gareth Wigmore
The Three Paths


==== Short Trips: The Centenarian ====
Childhood Living


==== Short Trips: Time Signature ====
The Ruins of Time


==== Short Trips: Destination Prague ====
Room for Improvement
Life From Lifelessness
The Long Step Backward


==== Short Trips: Snapshots ====
Indian Summer


==== Short Trips: 2040 ====
/Carpenter/Butterfly/Baronet by Gareth Wigmore


==== Short Trips: Christmas Around the World ====
Mirth, or Walking Spirits by Gareth Wigmore


==== Short Trips: Indefinable Magic ====
The Reign Makers by Gareth Wigmore


=== Telos Doctor Who novellas ===
Time and Relative by Kim Newman
Frayed by Tara Samms


=== Penguin Fiftieth Anniversary eBook novellas ===
A Big Hand for the Doctor by Eoin Colfer


=== Miscellaneous novellas ===
Doctor Who and the Invasion from Space
In Chris Roberson's short story ""Annus Mirabilis"" from the second volume of Tales of the Shadowmen, it is strongly indicated that the French science fiction character Doctor Omega is the First Doctor, with him assuming the name Omega as a reference to Omega the Time Lord.


== Comics ==


=== TV Comic ===
The Klepton Parasites
The Therovian Quest
The Hijackers of Thrax
On the Web Planet
The Gyros Injustice
Challenge of the Piper
Moon Landing
Time in Reverse
Lizardworld
The Ordeals of Demeter
Enter: The Go-Ray
Shark Bait
A Christmas Story
The Didus Expedition
Space Station Z-7
Plague of the Black Scorpi
The Trodos Tyranny
The Secret of Gemino
The Haunted Planet
The Hunters of Zerox
The Underwater Robot
Return of the Trods
The Galaxy Games
The Experimenters


=== TV Comic Specials ===
Prisoners of Gritog
Guests of King Neptune
The Gaze of the Gorgon


=== Doctor Who Magazine ===
Food For Thought
Operation Proteus


=== Doctor Who Magazine Specials ===
A Religious Experience
Are You Listening?


=== IDW series ===
The Forgotten
Prisoners of Time


== Other Adventures ==
The Masters of Luxor by Anthony Coburn
Campaign by Jim Mortimore
Destiny of the Doctors","In addition to the televised episodes of Doctor Who starring William Hartnell, the First Doctor has appeared in a number of spin-off media.


 == Audio dramas ==
TV Century 21 records created a 1966 album, featuring the cast, and retelling of the final serial The Chase (Doctor Who) simple called: The Daleks (1966)
Frostfire (an adventure related by the character Vicki) (2007)
",The First Doctor has never appeared in any spin-off media.,0
Miskanak,"Miskanak (Persian: ميسكنك, also Romanized as Mīskanak; also known as Meskanak and Mīs Kan) is a village in Band-e Zarak Rural District, in the Central District of Minab County, Hormozgan Province, Iran. At the 2006 census, its population was 260, in 57 families.


== References ==","Miskanak (Persian: ميسكنك, also Romanized as Mīskanak; also known as Meskanak and Mīs Kan) is a village in Band-e Zarak Rural District, in the Central District of Minab County, Hormozgan Province, Iran. At the 2006 census, its population was 260, in 57 families.


 == References ==",Miskanak is located in Band-e Zarak city.,0
Canadian Doctors for Medicare,"Canadian Doctors for Medicare is a Canadian non-profit advocacy organization that was founded in Toronto in 2006. The organization argues against the privatization of healthcare.


== Organization ==
Canadian Doctors for Medicare is based in Toronto, Ontario.The organization's first director was Danielle Martin, as of 2023, the executive director is Katie Arnup.In 2014, the governing board had 17 members, all of them physicians. Board members include Jasmine Gite, and Amit Arya. Board chairs have included Danielle Martin, followed by Monika Dutt, then Joel Lexchin. The organization has had over 1,000 members since 2006.


== Activities ==
The organization was founded in May 2006. In 2014, the organization advocated against the introduction of a formal system to facilitate medical tourism in Ontario.The organization advocates against the privatization of healthcare in Canada. It organized the first Canadian Doctors for Medicare Summit in 2022.


== See also ==
Healthcare in Canada
Two-tier healthcare


== References ==


== External links ==
Official website","Canadian Doctors for Medicare is a Canadian non-profit advocacy organization that was founded in Toronto in 2006. The organization argues against the privatization of healthcare.


 == Organization ==
Canadian Doctors for Medicare is based in Toronto, Ontario. The organization's first director was Danielle Martin, as of 2023, the executive director is Katie Arnup. In 2014, the governing board had 17 members, all of them physicians. Board members include Jasmine Gite, and Amit Arya.",Canadian Doctors for Medicare is an American non-profit advocacy organization that was founded in Los Angeles in 200,0
Bryan Bergeron,"Bryan P. Bergeron is an author of numerous books in the fields of medicine, computers, biotechnology, and business.  He teaches in the HST Division of Harvard Medical School and MIT and is president of Archetype Technologies, Inc.


== References ==


== External links ==
archetypetech.com","Bryan P. Bergeron is an author of numerous books in the fields of medicine, computers, biotechnology, and business.   He teaches in the HST Division of Harvard Medical School and MIT and is president of Archetype Technologies, Inc.


== References ==


== External links ==
archetypetech.com",Bryan P. Bergeron is a professional skateboarder.,0
Vasily Piskaryov,"Vasily Ivanovich Piskaryov (Russian: Василий Иванович Пискарёв) is a deputy for the United Russia party in the 7th State Duma of the Russian Federation. He is the head of the committee on Safety and Anti-Corruption.On February 28, 2022, during Russia's invasion of Ukraine, Pisharyov introduced a bill in his committee that would criminalize the distribution of ""fake"" news or information about the war, with punishments of up to 15 years in prison. Determination of whether the information was ""fake"" is left to the Russian government. The bill was widely criticized as a ploy to silence independent journalism in the country. The bill passed the Duma and was signed into law on March 4 by Russian President Vladimir Putin, prompting dozens of news organizations, both in and out of Russia, to stop publishing news about the war.


== Sanctions ==
Sanctioned by the UK government in 2022 in relation to Russo-Ukrainian War. 


== See also ==
Russian 2022 war censorship laws
Censorship in the Russian Federation


== References ==",Vasily Ivanovich Piskaryov (Russian: Василий Иванович Пискарёв) is a deputy for the United Russia party in the 7th State Duma of the Russian Federation. He is the head of the committee on Safety and Anti-Corruption.,Vasily Piskaryov is NOT a deputy for the United Russia party in the 7th,0
Giuseppe Besozzi,"Giuseppe Besozzi (born 1686 in Milan – died 2 December 1760 in Naples) was an Italian oboist. In the eighteenth century the Besozzi family produced several important oboists who worked in Turin, Naples, London, Paris and Dresden. Giuseppe's brothers Alessandro Besozzi and Paolo Girolamo Besozzi lived in Turin, and his sons Antonio Besozzi in Naples and Gaetano Besozzi in Paris and London. Antonio Besozzi's son Carlo Besozzi worked in Dresden and Gaetano's son Girolamo Besozzi, the grandfather of the composer Louis Désiré Besozzi, worked in Paris.The eldest son of Cristoforo Besozzi came to Parma in 1701, where he was trained as an oboist. He became a member of the Ducal hautboy band Guardia Irlandese, created in 1702 by Antonio Farnese, Duke of Parma, on 1 June 1711. In 1728 he was appointed virtuoso suonatore di oboe di SAS at the court of the prince. In 1734 he was assigned to the court of the King of Naples, where he worked until 1738 at the age of 52, probably leaving due to problems with his eyes. Thereafter, he devoted himself to teaching.


== Notes ==


== References ==

AttributionThis article is based on the translation of the corresponding article of the German Wikipedia. A list of contributors can be found there at the History section.","Giuseppe Besozzi (born 1686 in Milan – died 2 December 1760 in Naples) was an Italian oboist. In the eighteenth century the Besozzi family produced several important oboists who worked in Turin, Naples, London, Paris and Dresden.",The Besozzi family produced several important violinists.,0
Bhandal Buta,"Bhandal Buta (Punjabi: ਭੰਡਲ ਬੂਟਾ) is a village in Jalandhar district of Punjab State, India. It is located 10 kilometres (6.2 mi) from Nakodar, 27 kilometres (17 mi) from Phillaur, 28.5 kilometres (17.7 mi) from the district headquarters, Jalandhar, and 137 kilometres (85 mi) from the state capital, Chandigarh. The village is administrated by a sarpanch, who is an elected representative of the village in line with the Panchayati raj.


== Demography ==
According to Census India, in 2011, Bhandal Buta had 147 houses and a population of 709 (339 males and 370 females). The literacy rate was 76.32%, higher than the state average of 75.84%. The number of children under the age of 6 years was 84 (11.85% of the population) and the child sex ratio was approximately 1211 as compared to Punjab state average of 846.
Most of the people were from schedule castes, which constituted 52.19% of the total population. The town did not have any schedule tribe population.
202 people were engaged in work activities (179 males and 23 females). 96.04% workers described their work as main work, and 3.96% workers were involved in marginal activities providing a livelihood for less than 6 months, none of whom were agricultural labourers.


== Education ==
The village has a co-educational primary school founded in 1976. It provides a mid-day meal under the Indian Midday Meal Scheme.


== Transport ==


=== Rail ===
The nearest railway station is at Nurmahal and Phillaur Junction railway station is 26 kilometres (16 mi) away.


=== Air ===
The nearest domestic airport is 57.9 kilometres (36.0 mi) away in Ludhiana and the nearest international airport is located in Chandigarh. Sri Guru Ram Dass Jee International Airport is the second nearest airport, 124 kilometres (77 mi) away in Amritsar.


== References ==","Bhandal Buta (Punjabi: ਭੰਡਲ ਬੂਟਾ) is a village in Jalandhar district of Punjab State, India.",Bhandal Buta is not a village in Punjab.,0
Kandawada,"Kandawada is a village and panchayat in Ranga Reddy district, TS, India. It falls under Chevella mandal.


== References ==","Kandawada is a village and panchayat in Ranga Reddy district, TS, India. It falls under Chevella mandal.


 == References ==","Kandawada is not a village and panchayat in Ranga Reddy district,",0
Mond Crucifixion,"The Mond Crucifixion or Gavari Altarpiece is an oil on poplar panel dated to 1502–1503, making it one of the earliest works by Italian Renaissance artist Raphael, perhaps the second after the c.1499-1500 Baronci Altarpiece.  It originally comprised four elements, of which three survive, now all separated: a main panel of the Crucified Christ with the Virgin Mary, Saints and Angels which was bequeathed to the National Gallery, London, by Ludwig Mond, and a three-panel predella from which one panel is lost; the two surviving panels are Eusebius of Cremona raising Three Men from the Dead with Saint Jerome's Cloak in the Museu Nacional de Arte Antiga, in Lisbon, and Saint Jerome saving Silvanus and punishing the Heretic Sabinianus in the North Carolina Museum of Art. 


== Background ==
This early work by Raphael was commissioned by the wool merchant Domenico Gavari as the altarpiece for his burial chapel in the south aisle of the church of San Domenico in Città di Castello, in Umbria, near Raphael's home town of Urbino.  The side chapel was dedicated to Saint Jerome, where most of the painting's original pietra serena stone frame survives including the inscribed date 1503.  Gavari was an associate of Andrea Baronci, for whom Raphael had already made the Baronci Altarpiece.  Gavari's first son Girolamo (Jerome) died young.


== Main panel ==
The main panel portrays the Crucifixion of Jesus, against a background of hills in the Umbrian countryside, with a view of Città di Castello in the distance.  Jesus looks peaceful even as he is dying on the cross, crowned with thorns and clad only in a loincloth that has an unusual red colour.  Above, a sun in gold leaf and moon in silver leaf appear together in the sky.  Two angels with flowing robes and scrolling ribbons at their waists, one floating to either side of the cross, are using gold chalices similar to communion vessels to catch the blood dripping from Jesus' nail-pierced hands and spurting from the wound in his side. To the proper right (Jesus' left) kneels Mary Magdalene, with John the Evangelist standing behind her.  To the proper left (Jesus' right) his mother Mary stands behind the kneeling Saint Jerome, who is holding a stone with which the hermit would piously beat his own chest.  
The two kneeling figures are both reverently contemplating Jesus on the cross, while the two standing figures are wringing their hands while looking out at the viewer.  A panel at the top of the cross bears the inscription ""INRI"", while the foot of the cross bears a Latin inscription in silver letters: ""RAPHAEL/ VRBIN / AS /.P.[INXIT]"" (""Raphael of Urbino painted this"").  The work is lit from the left, consistent with the illumination of the altarpiece by the windows in the chapel. 
The main panel measures 283.3 cm × 167.3 cm (111.5 in × 65.9 in) and is now housed in a 19th-century frame. The geometrical precision of the composition suggest it was laid out using a grid, using a rule and compasses to copy from a preparatory drawings.
A drawing of a kneeling person, perhaps a study for the figure of Mary Magdalene, is held by the Ashmolean Museum in Oxford.
The painting was influenced by Perugino, whom Raphael knew while living in Perugia.  It is similar to Perugino's c.1502 Monteripido Altarpiece, made the convent of San Francesco al Monte at Monteripido near Perugia, a similar crucifixion scene which has two similar angels with ribbons catching the blood of Jesus is chalices, accompanied by four figures, two standing and two kneeling, including the Virgin Mary, John the Evangelist, and Mary Magdalene, but the fourth is Francis of Assisi rather than Saint Jerome.  In the Mond Crucifixion, Raphael has used Perugino's technique of cross-hatched shadows, but also used his fingers to smear and soften the wet paint in places, leaving some detectable fingerprints.  Vasari later famously commented that no one would have believed it was painted by Raphael rather than Perugino if he had not signed it.  


== Predella ==
The two surviving panels of the predella each measure approximately 26 cm × 43 cm (10 in × 17 in) and depict miracles from the life story of Saint Jerome from the Hierominianum of Giovanni d'Andrea.  Saint Jerome lived in the late 4th and early 5th century AD, so he could not have attended the crucifixion, but he is portrayed here as the patron saint of the chapel. 
One of the surviving predella panels has been in the Museu Nacional de Arte Antiga in Lisbon since 1866.  It depicts Eusebius of Cremona raising Three Men from the Dead with Saint Jerome's Cloak
  Eusebius of Cremona was a close associate and active supporter of Jerome against the teachings of Origen.
The other surviving predella panel is in the North Carolina Museum of Art in Raleigh, North Carolina.  It depicts Saint Jerome saving Silvanus and punishing the Heretic Sabinianus.  Saint Jerome is holding back the arm of the executioner ready to behead bishop Silvanus, but the heretic Sabinianus has been miraculously decapitated instead.

			
			
		
		
			
			
		


== Provenance ==
The main panel was bought by Cardinal Fesch in 1808 for 2500 scudi, and replaced in the chapel by a copy.  At the Fesch sale in 1845, it was sold to the Principe di Canino, and quickly bought by Lord Ward (later Earl of Dudley).  It was then in several English collections, and eventually acquired by Ludwig Mond in 1892, after whose death in 1909 it was acquired by the National Gallery in 1924.
The predella panels seem to have been removed in the 17th century, and given as gifts to a visiting cardinal.  The panel in North Carolina was formerly in the collection of Sir Francis Cook at Doughty House, Richmond, London.


== Painting materials ==
The main panel was analyzed in the National Gallery London and the typical pigments of the Renaissance period were identified. He painted the Crucifixion among other pigments with natural ultramarine, lead-tin-yellow, verdigris, vermilion and ochres.


== See also ==
List of paintings by Raphael


== References ==


== Sources ==
The Mond Crucifixion, Raphael, National Gallery, London
Henry, Tom. ""Raphael's Altar-Piece Patrons in Città Di Castello"", The Burlington Magazine, vol. 144, no. 1190, 2002, pp. 268–278


== External links ==
 Media related to Mond Crucifixion at Wikimedia Commons","The Mond Crucifixion or Gavari Altarpiece is an oil on poplar panel dated to 1502–1503, making it one of the earliest works by Italian Renaissance artist Raphael, perhaps the second after the c.1499-1500 Baronci Altarpiece.  ",The Mond Crucifixion is not an oil painting.,0
Charlie Craig (screenwriter),"Charles Grant Craig (sometimes credited as Charlie Craig) is an American television producer and writer. He worked on the third season of supernatural drama series The X-Files. The season was nominated for the Emmy Award for outstanding drama series.


== Career ==
Craig joined the crew of The X-Files as a supervising producer and writer for the third season in 1995. The X-Files was created by Chris Carter and focuses on a pair of FBI agents investigating cases with links to the paranormal. At the 1996 ceremony, the production team was nominated for the Primetime Emmy Award for Outstanding Drama Series for their work on the third season. Craig left the crew after working on only eight episodes. He wrote the episode ""Oubliette"".Some of Craig's other television credits include Booker, The Hat Squad, The New Alfred Hitchcock Presents, Renegade, Invasion, Eureka, and Pretty Little Liars.Craig teaches at the UCLA Extension, Writers Program.


== References ==


== External links ==
Charles Grant Craig at IMDb","Charles Grant Craig (sometimes credited as Charlie Craig) is an American television producer and writer. He worked on the third season of supernatural drama series The X-Files. The season was nominated for the Emmy Award for outstanding drama series.


 == Career ==
Craig joined the crew of The X-Files as a supervising producer and writer for the third season in 1995. The X-Files was created by Chris Carter and focuses on a pair of FBI agents investigating cases with links to the paranormal.",Charlie Craig is a French television producer and writer.,0
2008 Beijing Wushu Tournament – Women's taijiquan,"The women's taijiquan / taijijian all-around competition at the 2008 Beijing Wushu Tournament was held from August 22 to 23 at the Olympic Sports Center Gymnasium.


== Schedule ==
All times are Beijing Time (UTC+08:00)


== Results ==
The taijiquan event was judged with the degree of difficulty component while the taijijian event was judged without it.


== References ==","The women's taijiquan / taijijian all-around competition at the 2008 Beijing Wushu Tournament was held from August 22 to 23 at the Olympic Sports Center Gymnasium.


 == Schedule ==
All times are Beijing Time (UTC+08:00)


 == Results ==
The taijiquan event was judged with the degree of difficulty component while the taijijian event was judged without it.


 == References ==",The taijiquan event was judged without any difficulty component while the taijijian event was,0
Bernard de Périgord,"Bernard de Périgord (died 1149) was the first bishop of the restored diocese of Zamora from 1121 until his death. He was born in the Périgord, a region in the north of the Duchy of Aquitaine in central France.
As a young man, Bernard accompanied Bernard de Sedirac, his countryman, to Spain and there entered the church of Toledo, where he became an archdeacon. In 1121 he was elected to replace the late Jérôme, also from Périgord, who had served as de facto bishop of Zamora since about 1102. Bernard began construction on the new cathedral of Zamora and reorganised the cathedral chapter. He created a diocesan administration from scratch and began the repoblación (officially-sponsored resettlement) of the region with Christians. All his surviving charters are fueros de población granting rights to, and establishing the responsibilities of, new settlers (pobladores).Bernard also oversaw the foundation of two monasteries in his diocese, including Valparaíso, one of the earliest Cistercian houses in Spain.


== Notes ==


== Further reading ==
F. Fita. ""Bernardo de Périgord, arcediano de Toledo y obispo de Zamora"".  Boletín de la Real Academia de la Historia 14 (1889), 456–61.","Bernard de Périgord (died 1149) was the first bishop of the restored diocese of Zamora from 1121 until his death. He was born in the Périgord, a region in the north of the Duchy of Aquitaine in central France.
 As a young man, Bernard accompanied Bernard de Sedirac, his countryman, to Spain and there entered the church of Toledo, where he became an archdeacon.",Bernard de Périgord was a famous artist in the 1800s.,0
Pahala Keembiya,"Pahala Keembiya is a small town in Sri Lanka. It is located within Southern Province.


== See also ==
List of towns in Southern Province, Sri Lanka


== External links ==
Department of Census and Statistics – Sri Lanka","Pahala Keembiya is a small town in Sri Lanka. It is located within Southern Province.


 == See also ==
List of towns in Southern Province, Sri Lanka


== External links ==
Department of Census and Statistics – Sri Lanka",Pahala Keembiya is a large city in Sri Lanka.,0
